Hora/Tiempo,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Axis 7
1/1/2024 0:15,0,0,0,0,0,0,0
1/1/2024 0:55,0,0,0,0,0,0,0
1/1/2024 1:35,0,0,0,0,0,0,0
1/1/2024 2:15,0,0,0,0,0,0,0
1/1/2024 2:55,0,0,0,0,0,0,0
1/1/2024 3:35,0,0,0,0,0,0,0
1/1/2024 4:15,0,0,0,0,0,0,0
1/1/2024 4:55,0,0,0,0,0,0,0
1/1/2024 5:35,0,0,0,0,0,0,0
1/1/2024 6:15,0,0,0,0,0,0,0
1/1/2024 6:55,0,0,0,0,0,0,0
1/1/2024 7:35,0,0,0,0,0,0,0
1/1/2024 8:15,0,0,0,0,0,0,0
1/1/2024 8:55,0,0,0,0,0,0,0
1/1/2024 9:35,0,0,0,0,0,0,0
1/1/2024 10:15,0,0,0,0,0,0,0
1/1/2024 10:55,0,0,0,0,0,0,0
1/1/2024 11:35,0,0,0,0,0,0,0
1/1/2024 12:15,0,0,0,0,0,0,0
1/1/2024 12:55,0,0,0,0,0,0,0
1/1/2024 13:35,0,0,0,0,0,0,0
1/1/2024 14:15,0,0,0,0,0,0,0
1/1/2024 14:55,0,0,0,0,0,0,0
1/1/2024 15:36,0,0,0,0,0,0,0
1/1/2024 16:16,0,0,0,0,0,0,0
1/1/2024 16:55,0,0,0,0,0,0,0
1/1/2024 17:35,0,0,0,0,0,0,0
1/1/2024 18:15,0,0,0,0,0,0,0
1/1/2024 18:56,"13.9 (pg51, 5)","32.2 (pg51, 25)","28.6 (pg51, 21)","15.4 (pg51, 18)","9.3 (pg51, 19)","16.1 (pg51, 15)","100 (pg51, 28)"
1/1/2024 19:36,0,0,0,0,0,0,0
1/1/2024 20:19,0,0,0,0,0,0,0
1/1/2024 20:55,0,0,0,0,0,0,0
1/1/2024 21:35,0,0,0,0,0,0,0
1/1/2024 22:15,0,0,0,0,0,0,0
1/1/2024 22:55,0,0,0,0,0,0,0
1/1/2024 23:35,0,0,0,0,0,0,0
1/10/2023 0:14,0,0,0,0,0,0,0
1/10/2023 0:54,0,0,0,0,0,0,0
1/10/2023 1:34,0,0,0,0,0,0,0
1/10/2023 2:16,0,0,0,0,0,0,0
1/10/2023 2:55,0,0,0,0,0,0,0
1/10/2023 3:32,0,0,0,0,0,0,0
1/10/2023 4:13,0,0,0,0,0,0,0
1/10/2023 4:53,0,0,0,0,0,0,0
1/10/2023 5:33,"1.4 (pg61, 44)","6.3 (pg61, 44)","19 (pg61, 44)","2 (pg61, 44)","2.4 (pg61, 44)","0.4 (pg61, 44)","0.7 (pg61, 44)"
1/10/2023 6:13,0,0,0,0,0,0,0
1/10/2023 6:53,0,0,0,0,0,0,0
1/10/2023 7:35,0,0,0,0,0,0,0
1/10/2023 8:14,0,0,0,0,0,0,0
1/10/2023 8:54,0,0,0,0,0,0,0
1/10/2023 9:35,"60.5 (pg61, 18)","59.7 (pg61, 40)","62.1 (pg61, 11)","28.7 (pg61, 18)","65.4 (pg61, 43)","61.7 (pg61, 41)","100 (pg61, 8)"
1/10/2023 10:14,"61.2 (pg61, 18)","61.4 (pg61, 40)","62.7 (pg61, 11)","28.5 (pg61, 18)","65.5 (pg61, 43)","61.8 (pg61, 41)","100 (pg61, 8)"
1/10/2023 10:54,"1.2 (pg61, 44)","6.4 (pg61, 44)","19.5 (pg61, 44)","2.3 (pg61, 44)","1.1 (pg61, 44)","1.8 (pg61, 44)","0.8 (pg61, 44)"
1/10/2023 11:35,"77.5 (pg51, 11)","67.5 (pg51, 16)","91.9 (pg51, 11)","47.2 (pg51, 16)","65.6 (pg61, 43)","66.9 (pg51, 12)","100 (pg51, 7)"
1/10/2023 12:15,"61.4 (pg61, 18)","61.2 (pg61, 40)","62.3 (pg61, 11)","28.2 (pg61, 18)","65.8 (pg61, 43)","63.1 (pg61, 41)","100 (pg61, 8)"
1/10/2023 12:55,"77 (pg51, 11)","67.7 (pg51, 16)","88.5 (pg51, 11)","47.6 (pg51, 16)","65.7 (pg61, 43)","66.9 (pg51, 12)","100 (pg51, 7)"
1/10/2023 13:35,"77 (pg51, 11)","68.1 (pg51, 16)","88.1 (pg51, 11)","47.2 (pg51, 16)","36.2 (pg51, 16)","66.3 (pg51, 12)","100 (pg51, 7)"
1/10/2023 14:16,0,0,0,0,0,0,0
1/10/2023 14:55,"100 (pg90, 26)","69.2 (pg51, 16)","88.5 (pg51, 11)","47.3 (pg51, 16)","65.4 (pg61, 43)","68.1 (pg51, 12)","100 (pg51, 7)"
1/10/2023 15:35,"61.6 (pg61, 18)","60.3 (pg61, 40)","60.5 (pg61, 3)","28.3 (pg61, 18)","65.5 (pg61, 43)","62.8 (pg61, 41)","100 (pg61, 8)"
1/10/2023 16:16,"1.3 (pg61, 44)","6.3 (pg61, 44)","19.8 (pg61, 44)","2.3 (pg61, 44)","1.1 (pg61, 44)","1.7 (pg61, 44)","0.8 (pg61, 44)"
1/10/2023 16:56,"100 (pg41, 36)","93.1 (pg71, 27)","66.7 (pg90, 8)","40.1 (pg41, 8)","46.3 (pg71, 37)","69.9 (pg71, 21)","100 (pg71, 10)"
1/10/2023 17:36,"86.9 (pg71, 19)","92.5 (pg71, 27)","61.9 (pg71, 3)","32.8 (pg71, 30)","46 (pg71, 37)","62.9 (pg71, 21)","100 (pg71, 10)"
1/10/2023 18:16,0,0,0,0,0,0,0
1/10/2023 18:56,0,0,0,0,0,0,0
1/10/2023 19:36,0,0,0,0,0,0,0
1/10/2023 20:16,0,0,0,0,0,0,0
1/10/2023 20:56,0,0,0,0,0,0,0
1/10/2023 21:40,0,0,0,0,0,0,0
1/10/2023 22:16,0,0,0,0,0,0,0
1/10/2023 22:56,0,0,0,0,0,0,0
1/10/2023 23:36,0,0,0,0,0,0,0
1/11/2023 0:16,"100 (pg90, 26)","96.2 (pg71, 27)","89.1 (pg51, 12)","46.7 (pg51, 17)","45.4 (pg71, 37)","58.6 (pg41, 21)","100 (pg51, 9)"
1/11/2023 0:56,"100 (pg90, 26)","95.9 (pg71, 27)","89.2 (pg51, 12)","46.6 (pg51, 17)","45.5 (pg71, 37)","58.7 (pg71, 21)","100 (pg51, 9)"
1/11/2023 1:36,"100 (pg90, 26)","95.9 (pg71, 27)","89.3 (pg51, 12)","46.4 (pg51, 17)","45.7 (pg71, 37)","58.1 (pg41, 21)","100 (pg51, 16)"
1/11/2023 2:16,"100 (pg90, 26)","95.7 (pg71, 27)","89.5 (pg51, 12)","46.4 (pg51, 17)","45.4 (pg71, 37)","58.2 (pg41, 21)","100 (pg90, 9)"
1/11/2023 2:56,"100 (pg41, 39)","93.3 (pg71, 27)","88 (pg51, 12)","46.5 (pg51, 17)","45.2 (pg71, 37)","58.3 (pg41, 21)","100 (pg90, 9)"
1/11/2023 3:36,"99.7 (pg90, 26)","93.5 (pg71, 27)","89.5 (pg51, 12)","46.6 (pg51, 17)","45.4 (pg71, 37)","63.6 (pg71, 21)","100 (pg90, 9)"
1/11/2023 4:16,"100 (pg90, 26)","95.6 (pg71, 27)","89.7 (pg51, 12)","46.6 (pg51, 17)","45.8 (pg71, 37)","59.8 (pg41, 21)","100 (pg90, 9)"
1/11/2023 4:56,"100 (pg41, 39)","94 (pg71, 27)","90.9 (pg51, 12)","46.5 (pg51, 17)","45.5 (pg71, 37)","58.9 (pg41, 21)","100 (pg90, 9)"
1/11/2023 5:36,"100 (pg90, 26)","96 (pg71, 27)","89.4 (pg51, 12)","47 (pg51, 17)","45.5 (pg71, 37)","59.6 (pg71, 21)","100 (pg90, 9)"
1/11/2023 6:16,"100 (pg41, 39)","95.9 (pg71, 27)","91 (pg51, 12)","46.6 (pg51, 17)","45.5 (pg71, 37)","59.8 (pg41, 21)","100 (pg90, 9)"
1/11/2023 6:56,"99.7 (pg90, 26)","95.9 (pg71, 27)","88.4 (pg51, 12)","46.8 (pg51, 17)","45.7 (pg71, 37)","57.8 (pg71, 21)","100 (pg71, 10)"
1/11/2023 7:36,"100 (pg90, 26)","95.8 (pg71, 27)","90.6 (pg51, 12)","46.7 (pg51, 17)","45.5 (pg71, 37)","59.1 (pg71, 21)","100 (pg51, 9)"
1/11/2023 8:15,"100 (pg90, 26)","96.5 (pg71, 27)","90.1 (pg51, 12)","46.4 (pg51, 17)","45.5 (pg71, 37)","58.3 (pg71, 21)","100 (pg51, 9)"
1/11/2023 8:55,"100 (pg41, 36)","96.2 (pg71, 27)","90.5 (pg51, 12)","47.2 (pg51, 17)","45.4 (pg71, 37)","58.5 (pg41, 21)","100 (pg51, 9)"
1/11/2023 9:36,"100 (pg41, 36)","94.3 (pg71, 27)","88.8 (pg51, 12)","46.6 (pg51, 17)","45.3 (pg71, 37)","58.9 (pg41, 21)","100 (pg71, 10)"
1/11/2023 10:16,"100 (pg41, 36)","95.7 (pg71, 27)","89.5 (pg51, 12)","46.4 (pg51, 17)","45.6 (pg71, 37)","60.2 (pg41, 21)","100 (pg71, 10)"
1/11/2023 10:55,"100 (pg41, 40)","95.6 (pg71, 27)","89.3 (pg51, 12)","46.6 (pg51, 17)","45.4 (pg71, 37)","58.2 (pg41, 21)","100 (pg71, 10)"
1/11/2023 11:36,"100 (pg90, 26)","96.3 (pg71, 27)","89 (pg51, 12)","46.3 (pg51, 17)","45.2 (pg71, 37)","58.1 (pg41, 21)","100 (pg71, 10)"
1/11/2023 12:15,"99.7 (pg90, 26)","95.5 (pg71, 27)","88 (pg51, 12)","46.5 (pg51, 17)","45.2 (pg71, 37)","60.2 (pg71, 21)","100 (pg90, 9)"
1/11/2023 12:56,"100 (pg41, 39)","96.3 (pg71, 27)","88.4 (pg51, 12)","46.1 (pg51, 17)","45.2 (pg71, 37)","59.6 (pg41, 21)","100 (pg90, 9)"
1/11/2023 13:36,"100 (pg90, 26)","100 (pg71, 27)","100 (pg51, 12)","100 (pg51, 17)","100 (pg71, 37)","100 (pg41, 21)","100 (pg90, 9)"
1/11/2023 14:16,"100 (pg41, 36)","96.4 (pg71, 27)","90.8 (pg51, 12)","46.2 (pg51, 17)","45.5 (pg71, 37)","58.3 (pg41, 21)","100 (pg71, 10)"
1/11/2023 14:56,"100 (pg41, 36)","100 (pg71, 41)","100 (pg71, 41)","46.4 (pg51, 17)","45.4 (pg71, 37)","57.2 (pg41, 21)","100 (pg51, 9)"
1/11/2023 15:36,"100 (pg41, 36)","96.4 (pg71, 27)","89.2 (pg51, 12)","46.4 (pg51, 17)","45.4 (pg71, 37)","57.4 (pg41, 21)","100 (pg51, 9)"
1/11/2023 16:16,"100 (pg41, 36)","96.2 (pg71, 27)","89.4 (pg51, 12)","46.2 (pg51, 17)","45.3 (pg71, 37)","57.9 (pg41, 21)","100 (pg51, 9)"
1/11/2023 16:56,"100 (pg41, 40)","94.9 (pg71, 27)","89.8 (pg51, 12)","46.1 (pg51, 17)","45.1 (pg71, 37)","57.2 (pg41, 21)","100 (pg71, 10)"
1/11/2023 17:36,"100 (pg41, 40)","94.8 (pg71, 27)","88.5 (pg51, 12)","46.2 (pg51, 17)","45.1 (pg71, 37)","57.1 (pg41, 21)","100 (pg71, 10)"
1/11/2023 18:16,"100 (pg41, 39)","94.8 (pg71, 27)","88.4 (pg51, 12)","46.2 (pg51, 17)","45.2 (pg71, 37)","58.3 (pg71, 21)","100 (pg41, 37)"
1/11/2023 18:56,"100 (pg41, 39)","93 (pg71, 27)","89.4 (pg51, 12)","46.1 (pg51, 17)","45.1 (pg71, 37)","58.1 (pg41, 21)","100 (pg71, 27)"
1/11/2023 19:36,0,0,0,0,0,0,0
1/11/2023 20:21,"1.4 (pg51, 34)","6 (pg51, 34)","19.1 (pg51, 34)","2.5 (pg51, 34)","1.7 (pg51, 34)","1.5 (pg51, 34)","0.7 (pg51, 34)"
1/11/2023 20:56,0,0,0,0,0,0,0
1/11/2023 21:36,"100 (pg90, 26)","93 (pg71, 27)","87.2 (pg51, 12)","46.6 (pg51, 17)","45.7 (pg71, 37)","67.5 (pg71, 21)","100 (pg90, 9)"
1/11/2023 22:16,"100 (pg41, 40)","93.4 (pg71, 27)","87.8 (pg51, 12)","46.7 (pg51, 17)","45.9 (pg71, 37)","65.8 (pg71, 21)","100 (pg71, 10)"
1/11/2023 22:55,"100 (pg90, 26)","95 (pg71, 27)","89.1 (pg51, 12)","46.9 (pg51, 17)","45.8 (pg71, 37)","60.4 (pg41, 21)","100 (pg90, 9)"
1/11/2023 23:36,"100 (pg41, 39)","94.2 (pg71, 27)","88.1 (pg51, 12)","46.5 (pg51, 17)","45.5 (pg71, 37)","58.5 (pg41, 21)","100 (pg90, 9)"
1/12/2023 0:16,"100 (pg90, 26)","94.2 (pg71, 27)","88.1 (pg51, 12)","46.2 (pg51, 17)","45.6 (pg71, 37)","58.1 (pg41, 21)","100 (pg71, 27)"
1/12/2023 0:56,"100 (pg41, 39)","94.5 (pg71, 27)","68.9 (pg90, 8)","38.9 (pg41, 45)","45.5 (pg71, 37)","59.1 (pg41, 21)","100 (pg71, 10)"
1/12/2023 1:36,"100 (pg41, 39)","94.1 (pg71, 27)","88.8 (pg51, 12)","46.3 (pg51, 17)","45.5 (pg71, 37)","58.6 (pg41, 21)","100 (pg71, 27)"
1/12/2023 2:16,"100 (pg41, 39)","94.8 (pg71, 27)","88.7 (pg51, 12)","46.2 (pg51, 17)","45.4 (pg71, 37)","57.8 (pg41, 21)","100 (pg71, 10)"
1/12/2023 2:56,"100 (pg41, 40)","96.6 (pg71, 27)","69.2 (pg90, 8)","38.9 (pg41, 45)","45.4 (pg71, 37)","58.8 (pg71, 21)","100 (pg71, 10)"
1/12/2023 3:36,"100 (pg41, 36)","96.4 (pg71, 27)","88.8 (pg51, 12)","46.6 (pg51, 17)","45.5 (pg71, 37)","60.1 (pg41, 21)","100 (pg41, 9)"
1/12/2023 4:16,"100 (pg41, 36)","96 (pg71, 27)","90.6 (pg51, 12)","46.5 (pg51, 17)","45.7 (pg71, 37)","58.4 (pg41, 21)","100 (pg71, 27)"
1/12/2023 4:55,"100 (pg41, 36)","96.3 (pg71, 27)","89.2 (pg51, 12)","46.1 (pg51, 17)","45.7 (pg71, 37)","58 (pg41, 21)","100 (pg41, 13)"
1/12/2023 5:36,"100 (pg41, 36)","96.8 (pg71, 27)","89.1 (pg51, 12)","46.3 (pg51, 17)","45.7 (pg71, 37)","58.6 (pg41, 21)","100 (pg71, 10)"
1/12/2023 6:15,"100 (pg41, 36)","94.2 (pg71, 27)","89.4 (pg51, 12)","46.4 (pg51, 17)","45.4 (pg71, 37)","57.7 (pg41, 21)","100 (pg51, 9)"
1/12/2023 6:56,"100 (pg90, 26)","94.7 (pg71, 27)","89.1 (pg51, 12)","46.3 (pg51, 17)","45.4 (pg71, 37)","58 (pg41, 21)","100 (pg71, 10)"
1/12/2023 7:36,"100 (pg90, 26)","94.7 (pg71, 27)","88.3 (pg51, 12)","46.1 (pg51, 17)","45.4 (pg71, 37)","57.7 (pg41, 21)","100 (pg90, 9)"
1/12/2023 8:16,"100 (pg41, 39)","94.6 (pg71, 27)","90.5 (pg51, 12)","46.2 (pg51, 17)","45.4 (pg71, 37)","57.8 (pg41, 21)","100 (pg90, 9)"
1/12/2023 8:55,"100 (pg41, 39)","96.2 (pg71, 27)","90.5 (pg51, 12)","46.5 (pg51, 17)","45.4 (pg71, 37)","57.6 (pg41, 21)","100 (pg41, 9)"
1/12/2023 9:36,"100 (pg41, 36)","94.7 (pg71, 27)","90.2 (pg51, 12)","46.2 (pg51, 17)","45.4 (pg71, 37)","57.8 (pg41, 21)","100 (pg71, 10)"
1/12/2023 10:16,"100 (pg41, 36)","94.8 (pg71, 27)","90.8 (pg51, 12)","46.3 (pg51, 17)","45.3 (pg71, 37)","57.5 (pg41, 21)","100 (pg51, 14)"
1/12/2023 10:56,"100 (pg41, 39)","94.7 (pg71, 27)","90.6 (pg51, 12)","46.4 (pg51, 17)","45.6 (pg71, 37)","58 (pg41, 21)","100 (pg41, 9)"
1/12/2023 11:36,"100 (pg41, 40)","94.4 (pg71, 27)","89.8 (pg51, 12)","46.2 (pg51, 17)","45.3 (pg71, 37)","57.7 (pg41, 21)","100 (pg71, 10)"
1/12/2023 12:16,"100 (pg71, 20)","100 (pg71, 20)","100 (pg71, 20)","100 (pg71, 20)","45.3 (pg71, 37)","59.3 (pg41, 21)","100 (pg71, 27)"
1/12/2023 13:00,"100 (pg41, 36)","100 (pg41, 48)","100 (pg41, 48)","46 (pg51, 17)","45.3 (pg71, 37)","58.8 (pg41, 21)","100 (pg71, 10)"
1/12/2023 13:36,"100 (pg41, 36)","96.6 (pg71, 27)","88.9 (pg51, 12)","46.3 (pg51, 17)","45.3 (pg71, 37)","57.4 (pg41, 21)","100 (pg71, 10)"
1/12/2023 14:16,"100 (pg41, 36)","96.2 (pg71, 27)","88.7 (pg51, 12)","45.9 (pg51, 17)","45.2 (pg71, 37)","57 (pg41, 21)","100 (pg51, 9)"
1/12/2023 14:56,"100 (pg71, 22)","100 (pg71, 22)","89.3 (pg51, 12)","46 (pg51, 17)","45.4 (pg71, 37)","58.3 (pg41, 21)","100 (pg71, 27)"
1/12/2023 15:36,"100 (pg41, 39)","94.9 (pg71, 27)","89.6 (pg51, 12)","46.1 (pg51, 17)","45.2 (pg71, 37)","57.4 (pg41, 21)","100 (pg90, 9)"
1/12/2023 16:16,"100 (pg41, 39)","94.9 (pg71, 27)","88.4 (pg51, 12)","45.9 (pg51, 17)","45.3 (pg71, 37)","56.9 (pg41, 21)","100 (pg90, 9)"
1/12/2023 16:56,"100 (pg41, 39)","94.7 (pg71, 27)","88.4 (pg51, 12)","45.9 (pg51, 17)","45.2 (pg71, 37)","57.1 (pg41, 21)","100 (pg90, 9)"
1/12/2023 17:36,"100 (pg41, 40)","94.6 (pg71, 27)","90 (pg51, 12)","45.8 (pg51, 17)","45.2 (pg71, 37)","57.3 (pg41, 21)","100 (pg90, 9)"
1/12/2023 18:16,"100 (pg41, 39)","94.9 (pg71, 27)","89.4 (pg51, 12)","45.9 (pg51, 17)","45.2 (pg71, 37)","57.7 (pg41, 21)","100 (pg71, 13)"
1/12/2023 18:56,"100 (pg41, 40)","94.6 (pg71, 27)","90.3 (pg51, 12)","46.1 (pg51, 17)","45.2 (pg71, 37)","57.5 (pg41, 21)","100 (pg41, 9)"
1/12/2023 19:36,"100 (pg41, 39)","93 (pg71, 27)","69 (pg90, 8)","38.9 (pg41, 45)","45 (pg71, 37)","60 (pg41, 21)","100 (pg71, 10)"
1/12/2023 20:21,0,0,0,0,0,0,0
1/12/2023 20:56,0,0,0,0,0,0,0
1/12/2023 21:36,"0.7 (pg41, 48)","6.5 (pg41, 48)","19.1 (pg41, 48)","0.8 (pg41, 48)","0.5 (pg41, 48)","1.3 (pg41, 48)","0.9 (pg41, 48)"
1/12/2023 22:16,"100 (pg90, 26)","93 (pg71, 27)","66.2 (pg90, 8)","30 (pg71, 30)","45.6 (pg71, 37)","67 (pg71, 21)","100 (pg90, 3)"
1/12/2023 22:56,"100 (pg41, 36)","92.9 (pg71, 27)","88.5 (pg51, 12)","46.7 (pg51, 17)","46.2 (pg71, 37)","68.1 (pg71, 21)","100 (pg71, 10)"
1/12/2023 23:38,"100 (pg41, 36)","93.1 (pg71, 27)","89.3 (pg51, 12)","47.4 (pg51, 17)","46 (pg71, 37)","62.9 (pg41, 21)","100 (pg71, 13)"
2/1/2024 0:15,0,0,0,0,0,0,0
2/1/2024 0:55,0,0,0,0,0,0,0
2/1/2024 1:36,0,0,0,0,0,0,0
2/1/2024 2:15,0,0,0,0,0,0,0
2/1/2024 2:55,0,0,0,0,0,0,0
2/1/2024 3:35,0,0,0,0,0,0,0
2/1/2024 4:15,0,0,0,0,0,0,0
2/1/2024 4:55,0,0,0,0,0,0,0
2/1/2024 5:35,0,0,0,0,0,0,0
2/1/2024 6:15,0,0,0,0,0,0,0
2/1/2024 6:55,0,0,0,0,0,0,0
2/1/2024 7:35,0,0,0,0,0,0,0
2/1/2024 8:15,0,0,0,0,0,0,0
2/1/2024 8:56,"39.5 (pg90, 18)","40.5 (pg51, 18)","42.7 (pg51, 21)","26.7 (pg51, 18)","19.1 (pg90, 26)","35.6 (pg51, 14)","100 (pg51, 9)"
2/1/2024 9:37,"0.5 (pg90, 29)","6.3 (pg90, 29)","19.4 (pg90, 29)","1.1 (pg90, 29)","0.7 (pg90, 29)","0.6 (pg90, 29)","0.7 (pg90, 29)"
2/1/2024 10:16,"0.4 (pg90, 29)","6.2 (pg90, 29)","18.9 (pg90, 29)","1 (pg90, 29)","0.6 (pg90, 29)","0.1 (pg90, 29)","0.7 (pg90, 29)"
2/1/2024 10:56,0,0,0,0,0,0,0
2/1/2024 11:35,"0.4 (pg90, 29)","6.3 (pg90, 29)","19.1 (pg90, 29)","1 (pg90, 29)","0.5 (pg90, 29)","0.3 (pg90, 29)","0.5 (pg90, 29)"
2/1/2024 12:15,"0.5 (pg90, 29)","6.1 (pg90, 29)","19 (pg90, 29)","1 (pg90, 29)","0.5 (pg90, 29)","0.2 (pg90, 29)","0.7 (pg90, 29)"
2/1/2024 12:55,0,0,0,0,0,0,0
2/1/2024 13:36,"0.5 (pg90, 29)","6.3 (pg90, 29)","19.7 (pg90, 29)","0.7 (pg90, 29)","0.6 (pg90, 29)","0.5 (pg90, 29)","0.5 (pg90, 29)"
2/1/2024 14:15,"0.5 (pg90, 29)","6.3 (pg90, 29)","19.5 (pg90, 29)","0.7 (pg90, 29)","0.6 (pg90, 29)","0.5 (pg90, 29)","0.7 (pg90, 29)"
2/1/2024 14:56,"25.1 (pg61, 19)","41.9 (pg61, 40)","45 (pg61, 23)","23.1 (pg61, 33)","21.4 (pg61, 46)","37.5 (pg61, 43)","100 (pg61, 9)"
2/1/2024 15:35,"0.7 (pg61, 47)","5.9 (pg61, 47)","19.6 (pg61, 47)","0.8 (pg61, 47)","0.4 (pg61, 47)","0.4 (pg61, 47)","0.7 (pg61, 47)"
2/1/2024 16:16,"0.7 (pg61, 47)","6.2 (pg61, 47)","20.4 (pg61, 47)","0.8 (pg61, 47)","0.4 (pg61, 47)","0.4 (pg61, 47)","0.7 (pg61, 47)"
2/1/2024 16:55,0,0,0,0,0,0,0
2/1/2024 17:35,"0.7 (pg61, 47)","6 (pg61, 47)","20.2 (pg61, 47)","0.6 (pg61, 47)","0.4 (pg61, 47)","0.4 (pg61, 47)","0.3 (pg61, 47)"
2/1/2024 18:15,0,0,0,0,0,0,0
2/1/2024 18:55,0,0,0,0,0,0,0
2/1/2024 19:35,0,0,0,0,0,0,0
2/1/2024 20:19,0,0,0,0,0,0,0
2/1/2024 20:55,0,0,0,0,0,0,0
2/1/2024 21:35,0,0,0,0,0,0,0
2/1/2024 22:15,0,0,0,0,0,0,0
2/1/2024 22:55,0,0,0,0,0,0,0
2/1/2024 23:35,0,0,0,0,0,0,0
2/9/2023 15:18,"100 (pg41, 36)","97.3 (pg71, 27)","90.6 (pg51, 11)","47.7 (pg51, 16)","65.8 (pg61, 43)","69.1 (pg51, 12)","100 (pg61, 8)"
2/9/2023 16:04,"0.7 (pg51, 32)","6 (pg51, 32)","18.8 (pg51, 32)","0.9 (pg51, 32)","0.1 (pg51, 32)","0.4 (pg51, 32)","0.9 (pg51, 32)"
2/9/2023 16:55,"75.5 (pg51, 11)","67.4 (pg51, 16)","89.5 (pg51, 11)","48.2 (pg51, 16)","36.4 (pg51, 5)","70.2 (pg51, 12)","100 (pg51, 8)"
2/9/2023 17:35,"75.9 (pg51, 11)","66.6 (pg51, 16)","89.7 (pg51, 11)","48.1 (pg51, 16)","36.2 (pg51, 5)","70.1 (pg51, 12)","100 (pg51, 8)"
2/9/2023 18:15,"61.2 (pg61, 18)","60.1 (pg61, 40)","63.1 (pg61, 11)","29.3 (pg61, 18)","65.5 (pg61, 43)","64 (pg61, 41)","100 (pg61, 8)"
2/9/2023 18:55,"0.4 (pg61, 44)","5.4 (pg61, 44)","16.7 (pg61, 44)","0.2 (pg61, 44)","0.7 (pg61, 44)","0.3 (pg61, 44)","0.8 (pg61, 44)"
2/9/2023 19:35,0,0,0,0,0,0,0
2/9/2023 20:16,0,0,0,0,0,0,0
2/9/2023 20:55,0,0,0,0,0,0,0
2/9/2023 21:35,0,0,0,0,0,0,0
2/9/2023 22:15,0,0,0,0,0,0,0
2/9/2023 22:55,0,0,0,0,0,0,0
2/9/2023 23:35,0,0,0,0,0,0,0
2/10/2023 0:16,0,0,0,0,0,0,0
2/10/2023 0:56,0,0,0,0,0,0,0
2/10/2023 1:36,0,0,0,0,0,0,0
2/10/2023 2:17,0,0,0,0,0,0,0
2/10/2023 2:56,"100 (pg41, 40)","91.2 (pg71, 27)","62.9 (pg41, 45)","39.6 (pg41, 8)","45.5 (pg71, 37)","67.6 (pg71, 21)","100 (pg71, 10)"
2/10/2023 3:36,"100 (pg90, 26)","93.4 (pg71, 27)","66 (pg90, 8)","39.2 (pg41, 8)","45.7 (pg71, 37)","66.3 (pg71, 21)","100 (pg90, 9)"
2/10/2023 4:16,"87 (pg71, 19)","94.1 (pg71, 27)","61.9 (pg71, 2)","32.8 (pg71, 30)","45.4 (pg71, 37)","65.4 (pg71, 21)","100 (pg71, 10)"
2/10/2023 4:56,"100 (pg41, 36)","92.2 (pg71, 27)","66.4 (pg90, 8)","39.2 (pg41, 8)","45.8 (pg71, 37)","63.7 (pg41, 4)","100 (pg41, 9)"
2/10/2023 5:36,0,0,0,0,0,0,0
2/10/2023 6:16,"1.1 (pg90, 29)","6.3 (pg90, 29)","18.8 (pg90, 29)","0.6 (pg90, 29)","2.1 (pg90, 29)","0.6 (pg90, 29)","0.6 (pg90, 29)"
2/10/2023 6:56,"0.5 (pg90, 29)","5.2 (pg90, 29)","16.2 (pg90, 29)","0.5 (pg90, 29)","0.3 (pg90, 29)","0.2 (pg90, 29)","0.7 (pg90, 29)"
2/10/2023 7:36,"87.1 (pg71, 19)","90.8 (pg71, 27)","61.9 (pg71, 3)","32.9 (pg71, 30)","45.6 (pg71, 37)","66.8 (pg71, 21)","100 (pg71, 10)"
2/10/2023 8:16,"100 (pg41, 40)","91.7 (pg71, 27)","61.4 (pg71, 3)","38.9 (pg41, 8)","45.5 (pg71, 37)","66.3 (pg41, 4)","100 (pg41, 9)"
2/10/2023 8:56,"100 (pg41, 36)","94.3 (pg71, 27)","67.6 (pg90, 8)","38.9 (pg41, 45)","45.6 (pg71, 37)","65.3 (pg71, 21)","100 (pg71, 10)"
2/10/2023 9:36,"100 (pg41, 36)","94.1 (pg71, 27)","68 (pg90, 8)","39.4 (pg41, 45)","45.8 (pg71, 37)","59.1 (pg41, 21)","100 (pg90, 9)"
2/10/2023 10:16,"100 (pg41, 36)","94.9 (pg71, 27)","69 (pg90, 8)","39.3 (pg41, 45)","64.9 (pg61, 43)","57.9 (pg41, 21)","100 (pg71, 10)"
2/10/2023 10:56,"100 (pg41, 40)","94.6 (pg71, 27)","67.9 (pg90, 8)","39.2 (pg41, 45)","65.4 (pg61, 43)","59.4 (pg41, 21)","100 (pg71, 10)"
2/10/2023 11:36,"100 (pg41, 36)","94.6 (pg71, 27)","68.1 (pg90, 8)","39.7 (pg41, 45)","45.5 (pg71, 37)","59.4 (pg41, 21)","100 (pg71, 10)"
2/10/2023 12:16,"100 (pg41, 36)","94.5 (pg71, 27)","68.3 (pg90, 8)","40.2 (pg41, 45)","45.2 (pg71, 37)","57.7 (pg41, 21)","100 (pg41, 9)"
2/10/2023 12:56,"100 (pg41, 36)","96.2 (pg71, 27)","69.6 (pg90, 8)","39.5 (pg41, 45)","45.4 (pg71, 37)","58.1 (pg41, 21)","100 (pg90, 9)"
